Category,Key,English,Korean,Notes
,wild crossbow,wild crossbow,야생 쇠뇌, WARNING: ENGLISH PLACEHOLDER #####################################################
,capsule pouch,capsule pouch,캡슐 주머니, WARNING: ENGLISH PLACEHOLDER #####################################################
,cat eye ring,cat eye ring,고양이 눈 반지, WARNING: ENGLISH PLACEHOLDER #####################################################
,cat eye ring2,A ring belonging to a kingdom that fell long ago,오래전 멸망한 왕국의 반지입니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,skull,skull,해골, WARNING: ENGLISH PLACEHOLDER #####################################################
,stone eye,stone eye,돌 눈, WARNING: ENGLISH PLACEHOLDER #####################################################
,rotting meat,rotting meat,썩은 고기, WARNING: ENGLISH PLACEHOLDER #####################################################
,bone staff,bone staff,뼈 스태프, WARNING: ENGLISH PLACEHOLDER #####################################################
,infected blade,infected blade,감염된 칼날, WARNING: ENGLISH PLACEHOLDER #####################################################
,tainted epee,tainted epee,오염된 에페, WARNING: ENGLISH PLACEHOLDER #####################################################
,forbidden text,forbidden text,금지된 텍스트, WARNING: ENGLISH PLACEHOLDER #####################################################
,breaker sword,breaker sword,브레이커 검, WARNING: ENGLISH PLACEHOLDER #####################################################
,blessed blade,blessed blade,축복받은 칼날, WARNING: ENGLISH PLACEHOLDER #####################################################
,holy dagger,holy dagger,성스러운 단검, WARNING: ENGLISH PLACEHOLDER #####################################################
,blessed quills,blessed quills,축복받은 깃털, WARNING: ENGLISH PLACEHOLDER #####################################################
,ice pick,ice pick,얼음 송곳, WARNING: ENGLISH PLACEHOLDER #####################################################
,ice axe,ice axe,얼음 도끼, WARNING: ENGLISH PLACEHOLDER #####################################################
,cold wand,cold wand,냉기 지팡이, WARNING: ENGLISH PLACEHOLDER #####################################################
,war horn,war horn,전쟁 나팔, WARNING: ENGLISH PLACEHOLDER #####################################################
,onion gras,onion grass,마늘쫑, WARNING: ENGLISH PLACEHOLDER #####################################################
,Feather Wand,Feather Wand,깃털 지팡이, WARNING: ENGLISH PLACEHOLDER #####################################################
,Summoning Stone,Summoning Stone,소환석, WARNING: ENGLISH PLACEHOLDER #####################################################
,Stone of Awakening,Stone of Awakening,각성의 돌, WARNING: ENGLISH PLACEHOLDER #####################################################
,Canned Food,Canned Food,통조림, WARNING: ENGLISH PLACEHOLDER #####################################################
,Giant Turnip,Giant Turnip,거대한 순무, WARNING: ENGLISH PLACEHOLDER #####################################################
,Giant Peach,Giant Peach,거대한 복숭아, WARNING: ENGLISH PLACEHOLDER #####################################################
,Bananas,Bananas,바나나, WARNING: ENGLISH PLACEHOLDER #####################################################
,Pet Blade,Pet Blade,펫 칼날, WARNING: ENGLISH PLACEHOLDER #####################################################
,Jam,Jam,잼, WARNING: ENGLISH PLACEHOLDER #####################################################
,Apple,Apple,사과, WARNING: ENGLISH PLACEHOLDER #####################################################
,Orange,Orange,오렌지, WARNING: ENGLISH PLACEHOLDER #####################################################
,Skull Goblet,Skull Goblet,해골 잔, WARNING: ENGLISH PLACEHOLDER #####################################################
,Overflowing Cup,Overflowing Cup,넘치는 컵, WARNING: ENGLISH PLACEHOLDER #####################################################
,Salad,Salad,샐러드, WARNING: ENGLISH PLACEHOLDER #####################################################
,Little Sword,Little Sword,작은 검, WARNING: ENGLISH PLACEHOLDER #####################################################
,Little Knife,Little Knife,작은 칼, WARNING: ENGLISH PLACEHOLDER #####################################################
,Blessed Pig,Blessed Pig,축복받은 돼지, WARNING: ENGLISH PLACEHOLDER #####################################################
,Blessed Pig2,That's some pig!,이런 게 돼지죠!, WARNING: ENGLISH PLACEHOLDER #####################################################
,Doggie Bag,Doggie Bag,강아지 가방, WARNING: ENGLISH PLACEHOLDER #####################################################
,Shell,Shell,껍데기, WARNING: ENGLISH PLACEHOLDER #####################################################
,Bone Bomb,Bone Bomb,뼈 폭탄, WARNING: ENGLISH PLACEHOLDER #####################################################
,Reaper,Reaper,리퍼, WARNING: ENGLISH PLACEHOLDER #####################################################
,Blessed Dagger,Blessed Dagger,축복받은 단검, WARNING: ENGLISH PLACEHOLDER #####################################################
,Blessed Sword,Blessed Sword,축복받은 검, WARNING: ENGLISH PLACEHOLDER #####################################################
,Third Eye Sword,Third Eye Sword,제 3의 눈 검, WARNING: ENGLISH PLACEHOLDER #####################################################
,Leash,Leash,가죽끈, WARNING: ENGLISH PLACEHOLDER #####################################################
,Ball of Yarn,Ball of Yarn,털실뭉치, WARNING: ENGLISH PLACEHOLDER #####################################################
,Honey Reserve,Honey Reserve,허니 리저브, WARNING: ENGLISH PLACEHOLDER #####################################################
,Dreamcatcher,Dreamcatcher,드림캐처, WARNING: ENGLISH PLACEHOLDER #####################################################
,Bobble Toy,Bobble Toy,보블헤드, WARNING: ENGLISH PLACEHOLDER #####################################################
,Impressive Stick,Impressive Stick,인상적인 스틱, WARNING: ENGLISH PLACEHOLDER #####################################################
,Blankie,Blankie,블랭키, WARNING: ENGLISH PLACEHOLDER #####################################################
,Leek,Leek,파, WARNING: ENGLISH PLACEHOLDER #####################################################
,Warmstone,Warmstone,웜스톤, WARNING: ENGLISH PLACEHOLDER #####################################################
,Pet Bed,Pet Bed,펫 침대, WARNING: ENGLISH PLACEHOLDER #####################################################
,Ghost in a Jar,Ghost in a Jar,병 속 유령, WARNING: ENGLISH PLACEHOLDER #####################################################
,Onion Grass,Onion Grass,마늘쫑, WARNING: ENGLISH PLACEHOLDER #####################################################
,Whip,Whip,채찍, WARNING: ENGLISH PLACEHOLDER #####################################################
,Sleeping Bag,Sleeping Bag,침낭, WARNING: ENGLISH PLACEHOLDER #####################################################
,Smoke Dagger,Smoke Dagger,연기 단검, WARNING: ENGLISH PLACEHOLDER #####################################################
,Leaf Katar,Leaf Katar,나뭇잎 카타르, WARNING: ENGLISH PLACEHOLDER #####################################################
,Plasma Sword,Plasma Sword,플라스마 검, WARNING: ENGLISH PLACEHOLDER #####################################################
,Sweaty Towel,Sweaty Towel,젖은 수건, WARNING: ENGLISH PLACEHOLDER #####################################################
,Mechanized Toy,Mechanized Toy,기계 장난감, WARNING: ENGLISH PLACEHOLDER #####################################################
,Goat Doll,Goat Doll,염소 인형, WARNING: ENGLISH PLACEHOLDER #####################################################
,Popstar's Microphone,Popstar's Microphone,팝스타의 마이크, WARNING: ENGLISH PLACEHOLDER #####################################################
,Poison Bubble,Poison Bubble,독 거품, WARNING: ENGLISH PLACEHOLDER #####################################################
,Toxic Kunai,Toxic Kunai,독 쿠나이, WARNING: ENGLISH PLACEHOLDER #####################################################
,Moth Bomb,Moth Bomb,나방 폭탄, WARNING: ENGLISH PLACEHOLDER #####################################################
,Crystal Gauntlets,Crystal Gauntlets,수정 건틀릿, WARNING: ENGLISH PLACEHOLDER #####################################################
,Dirt Clump,Dirt Clump,먼지 뭉치, WARNING: ENGLISH PLACEHOLDER #####################################################
