Category,Key,English,Korean,Notes
,Tote_Intro_n16,Why did this... tree give you a magic backpack?,나무는 왜 내게 마법 가방을 주었을까요?,
,Tote_Intro_n17,I don't know! A gift from the mother tree is incredibly rare!,나도 몰라요!어미 나무의 선물은 엄청나게 희귀하거든요!,
,Tote_Intro_n18,I think perhaps cultists have found the distant roots of The Mother Tree!,이단자들이 어머니 나무의 먼 뿌리를 발견한 것 같아요,
,Tote_Intro_n19,They're seeking to destroy it!,그들은 어머니 나무를 파괴하려고 하고 있어요,
REFEND#Tote_Intro,Tote_Intro_n20,I have a lot to learn!,배울 게 많아요!,
REFSTART#Tote_ReadyToWin,Tote_ReadyToWin_n1,I explored deep into the dungeon! Deeper than I have ever been before!,던전 깊은 곳까지 탐험했어요. 그 어느 때보다 더 깊게!,
,Tote_ReadyToWin_n2,I think I'm ready now! If you ever need my help in the deepest places beneath us - just let me know!,이제 준비가 됐어요! 지하 깊은 곳에서 내 도움이 필요하면 언제든지 말해주세요,
,Tote_ReadyToWin_n3,I will do my best to help you!,최선을 다해 도울게요,
,Tote_ReadyToWin_n4,Ah! The anticipation is building!,아! 기대감이 차오르고 있어요!,
REFEND#Tote_ReadyToWin,Tote_ReadyToWin_n5,Okay Tote. Deep breath. Getting a little excited here,"좋아요, 토트. 심호흡하세요. 조금 흥분되는군요.",
REFSTART#Tote_Standard,Tote_Standard_n1,Keep learning!,계속 배우세요!,
,Tote_Standard_n2,Oh hello Purse!,퍼스 반가워요,
,Tote_Standard_n3,I just got back from The Dungeon! It went well. Definitely scary in there though!,방금 던전에서 돌아왔어요. 정말 무서웠죠.,
,Tote_Standard_n4,I barely made it back to Haversack Hill alive!,간신히 살아서 헤이버색 힐로 돌아왔어요,
,Tote_Standard_n5,I see you're struggling in your exploration!,모험에 어려움을 겪고 있나 봐요.,
,Tote_Standard_n6,I see you are exploring the Dungeon well without me!,나 없이도 던전을 잘 탐험하고 있군요,
REFEND#Tote_Standard,Tote_Standard_n7,Keep practicing and you will master it in no time!,계속 연습하면 금방 숙달할 수 있을 거예요,
REFSTART#Tote_WonGame,Tote_WonGame_n1,I studied everything I could!,내가 배울 수 있는 모든 것을 공부했어요,
,Tote_WonGame_n2,But nothing prepared me for what you can do!,하지만 당신이 할 수 있는 건 아무것도 준비되어 있지 않아요,
,Tote_WonGame_n3,Rescuing Prada like that! It was so cool!,프라다를 그렇게 구했군요! 멋져요!,
,Tote_WonGame_n4,I'm always learning from you!,항상 당신에게 배우고 있어요,
,Tote_WonGame_n6,That's the true magic! Our friendship!,우리의 우정이 진짜 마법이에요,
,Tote_WonGame_n7,Okay Tote. Calm down. Don't need to be so cheesy...,"토트, 진정해요. 그렇게 오버하지 마요.",
REFEND#Tote_WonGame,Tote_WonGame_n8,And now we hang out. She makes really good mushroom soup!,이제 같이 놀아요. 그녀는 버섯 수프를 정말 맛있게 만들어요.,
REFSTART#Vivienne_Default,Vivienne_Default_n2,May the pages of your life be filled with knowledge!,당신의 삶의 페이지가 지식으로 가득 차기를!,
,Vivienne_Default_n4,"If you bring me more to read, I can look into more costumes too!",더 많은 것을 읽으면 더 많은 의상을 볼 수 있어요,
,Vivienne_Default_n5,Ah! Here's something for me to read!,와! 여기 읽을 게 있네요,
,Vivienne_Default_n6,Great looking item but I don't think there's any text here I can read!,"멋진 아이템인데, 읽을 수 있는 글이 하나도 없네요.",
,Vivienne_Default_n7,I've added the translation to your atlas!,아틀라스에 번역본을 추가했어요.,
,Vivienne_Default_n9,Do you have more for me to read?,더 읽을 게 있나요?,
REFEND#Vivienne_Default,Vivienne_Default_n20,Do you have anything new for me to read?,새로운 읽을거리가 있나요?,
REFSTART#Vivienne_Intro,Vivienne_Intro_n1,Oh! I should also mention that I'm an expert on the many languages that are written across Orderia!,"아, 제가 오데리아 전역에 쓰여진 많은 언어의 전문가라는 것도 말씀드려야겠네요",
,Vivienne_Intro_n2,Librarian here reporting for duty! ,사서는 여기에 반드시 보고해야 하죠,
,Vivienne_Intro_n3,I was told that Haversack Hill is getting quite large!,헤이버색 힐이 점점 커지고 있다는 말을 들었어요,
,Vivienne_Intro_n4,But still no library! We need to change that!,하지만 도서관이 없네요! 이건 바꿔야 해요!,
,Vivienne_Intro_n5,Once you build one we can really learn new things about the history of this place!,도서관을 지으면 이곳의 역사에 대해 새로운 것을 배울 수 있을 거예요,
,Vivienne_Intro_n8,"If you find anything to translate, it should be labeled as a ""Lore""  item",번역할 것이 있으면 '지식' 항목으로 분류해 주세요,
REFEND#Vivienne_Intro,Vivienne_Intro_n9,Bring it to me and I will be happy to translate it for you!,제게 가져오세요. 기꺼이 번역해 드리겠습니다.,
REFSTART#Vivienne_Quest,Vivienne_Quest_n1,Scholarship is all about careful thought and adaptation! ,학문은 치밀한 사유와 적응이 전부입니다,
,Vivienne_Quest_n2,No one funds research for things that we already know!,이미 알고 있는 것에 대해서는 아무도 연구비를 지원하지 않아요,
,Vivienne_Quest_n3,You too can learn that type of mental flexibility!,당신도 그런 정신적 유연성을 배울 수 있습니다,
REFEND#Vivienne_Quest,Vivienne_Quest_n5,I hope this helps you!,이 답변이 도움이 되었기를 바랍니다,
REFSTART#Zaar_AfterRaid,Zaar_AfterRaid_n1,Purse!,퍼스!,
,Zaar_AfterRaid_n2,We were raided! It was the King's Guard!,습격당했어요! 왕의 근위대였어요!,
,Zaar_AfterRaid_n3,So many villagers have been hurt!,많은 마을 사람들이 다쳤어요,
,Zaar_AfterRaid_n4,And your father! We saw them carring him off!,그리고 당신의 아버지도! 근위대가 당신 아버지를 끌고 갔어요!,
REFEND#Zaar_AfterRaid,Zaar_AfterRaid_n5,This is a tragedy!,비극이네요,
REFSTART#Zaar_AfterRaid2,Zaar_AfterRaid2_n1,Purse! You have to find your father!,"퍼스, 아빠를 찾아야해요",
,Zaar_AfterRaid2_n3,I can't believe what happened here,여기서 무슨 일이 일어났는지 믿기지가 않네요,
REFEND#Zaar_AfterRaid2,Zaar_AfterRaid2_n4,Oh no...,이런…,
REFSTART#Zaar_BuildStore,Zaar_BuildStore_n1,"You look rough! Did you fall for the old ""Hermit Crab in the treasure chest"" trick?",안색이 안 좋군요. '보물상자 속 소라게'의 속임수에 당한 건가요?,
,Zaar_BuildStore_n2,I figured! I always know you've gone down there when old Louis starts pacing by the entrance of town!,그럴 줄 알았어요! 루이 아저씨가 마을 입구에서 서성거리는 걸 보면 당신이 거기 갔다는 걸 알 수 있죠.,
,Zaar_BuildStore_n3,Anyways... Did you find anything good to sell down there?,어쨌든… 팔 만한 건 찾았어요?,
,Zaar_BuildStore_n4,I just came back from the dungeon!,막 던전에서 돌아왔어요.,
,Zaar_BuildStore_n6,You should setup a new store now!,새 가게를 만들어야 해요,
,Zaar_BuildStore_n7,I built a store!,가게를 지었어요,
,Zaar_BuildStore_n8,That Backpack is something else!,가방 정말 근사하네요,
,Zaar_BuildStore_n10,I got beat up! I didn't manage to bring anything back!,저 당했어요. 아무것도 가져오지 못했어요.,
,Zaar_BuildStore_n11,When I said you should build a store - I meant over the next few weeks,"내가 가게를 지으라고 한 건, 몇 주 안에 지어라는 거였어요.",
,Zaar_BuildStore_n12,How did you do it so fast?!,어떻게 그렇게 빨리 지었어요?,
,Zaar_BuildStore_n13,"It's this Backpack I found! I can lift, move, carry, and organize anything! Even buildings!","가방 덕분이에요. 무엇이든 들어올리고, 옮기고, 운반하고, 정리할 수 있어요. 심지어 건물도요!",
,Zaar_BuildStore_n14,This changes everything!,모든 걸 바꿀 수 있어요.,
,Zaar_BuildStore_n15,With what you can do now... I think we could really rebuild Haversack Hill!,당신이 지금 할 수 있는 일을 생각해 보면… 헤이버색 힐을 재건할 수 있을 것 같아요,
,Zaar_BuildStore_n16,I'll start setting up the store as a trading post!  You should head back to the dungeon to find more supplies!,저는 지금부터 상점을 교역소로 개조할게요. 당신은 지금부터 던전에 들어가서 더 많은 보급품을 찾아주세요,
,Zaar_BuildStore_n17,I found this Magic Backpack! It lets me carry lots of stuff!,저 이 가방을 찾았어요. 어떤 물건이든 다 넣을 수 있어요.,
,Zaar_BuildStore_n18,How about the Backpack? Is that for sale?,그 가방도 파는 건가요?,
,Zaar_BuildStore_n19,No way! This backpack lets me carry all sorts of stuff back!,이럴수가! 가방에 온갖 물건을 다 넣을 수 있잖아!,
,Zaar_BuildStore_n20,"Hmm... well if you bring back more stuff, we can scrap it and sell it. If only we had a store to sell it at...",흠… 더 많은 물건을 가져오면 분해해서 팔면 되겠네요. 그런데 팔 곳이 없네요.,
,Zaar_BuildStore_n21,Why don't you remove the old store? We can get some resources from that!,낡은 상점을 철거하는 건 어때요? 자원으로 쓸 수 있을 것 같아요.,
,Zaar_BuildStore_n23,"You should destroy the old store! Enter build mode and choose ""Destroy""",낡은 상점은 철거해야 해요. 건설 모드에 들어가서 '파괴'를 누르세요,
,Zaar_BuildStore_n24,I'll show you where the shop is!,상점이 있는 곳을 보여줄게요,
,Zaar_BuildStore_n26,Wow! You sure scrapped that old store quickly!,와! 정말 빨리 낡은 상점을 철거했군요,
,Zaar_BuildStore_n27,Here's a blueprint for a new one! Could you make it?,여기 새 상점의 설계도예요. 만들어 주실래요?,
,Zaar_BuildStore_n28,"It will take a few resources to build, but you got a few when you scrapped the old store!",건축에는 자원이 좀 필요한데 낡은 상점을 철거하면서 조금 얻었어요.,
,Zaar_BuildStore_n29,Follow me and I'll show you where it is!,가게가 있는 곳을 보여줄게요,
,Zaar_BuildStore_n31,"I hate to worry him, but there are so many things down there that can help rebuild the town!",그를 걱정시키긴 싫지만 던전에는 마을을 재건하는 데 필요한 물건이 많아요,
,Zaar_BuildStore_n32,But the dungeon keeps shifting! And I can't get deep enough...,그런데 던전이 계속 변하네요. 깊이 들어가지는 못할 것 같아요,
,Zaar_BuildStore_n33,It is tricky down there! It took my brother Baz years to make any progress in his explorations!,거긴 정말 까다로워요. 내 형제 바즈는 아무리 탐험을 해도 진전이 없었어요. 몇 년 뒤에 빛을 봤죠.,
,Zaar_BuildStore_n34,I don't know how my mom did it!,엄마가 어떻게 했는지 모르겠어요,
REFEND#Zaar_BuildStore,Zaar_BuildStore_n35,"Yeah that Prada was something special, I sure do miss her...",프라다는 특별했죠. 정말 보고 싶네요.,
REFSTART#Zaar_Decorations,Zaar_Decorations_n1,Towns aren't just about buildings!,마을에는 건물만 있는 게 아니에요.,
,Zaar_Decorations_n2,They're all about how you organize things!,물건을 어떻게 정리하느냐에 따라 달라져요,
,Zaar_Decorations_n3,I think we could sell even more stuff if we had some proper decorations around our store!,가게에 제대로 된 장식이 있으면 더 많은 물건을 팔 수 있을 거 같아요,
,Zaar_Decorations_n4,Try these!,이것들을 써 보세요,
,Zaar_Decorations_n6,And some of these could help too!,이것들도 도움이 될 거예요,
,Zaar_Decorations_n8,Place these adjacent to the store! They'll draw in some more customers!,이걸 가게 옆에 두세요. 더 많은 손님이 올 거예요,
,Zaar_Decorations_n9,"In build mode, if you hover over the store you should see any nearby decorations highlight in green!",건축 모드에서 가게를 가리키며 근처 장식이 녹색으로 표시될 거예요,
REFEND#Zaar_Decorations,Zaar_Decorations_n10,I'll think of more ways to drive business soon!,장사를 잘하는 방법을 더 생각해 볼게요.,
REFSTART#Zaar_Default,Zaar_Default_n1,Stop by the store if you have more to sell!,팔 물건이 있으면 가게에 들러주세요,
,Zaar_Default_n2,Always nice to see you around!,반가워요,
,Zaar_Default_n3,How can I help you today?,오늘은 어떤 일로 오셨나요?,
,Zaar_Default_n4c1,I want to sell,물건을 팔고 싶어요,
,Zaar_Default_n4c2,How does research work?,연구는 어떤 작용을 하나요?,
,Zaar_Default_n5,You can research items to make them appear for the first time!,연구를 통해 처음으로 아이템이 나타나게 할 수 있어요,
,Zaar_Default_n6,And that means you can now discover these items in the dungeon!,"즉, 던전에서 이런 아이템을 찾을 수 있다는 말이에요",
,Zaar_Default_n7,"Keep learning about new stuff! You'll discover new items, upgrades, and new events","새로운 것에 대해 계속 알아보세요. 새로운 아이템, 업그레이드, 새로운 이벤트를 발견할 수 있어요",
,Zaar_Default_n8,"If we learn enough, we might even attract some new adventurers!","충분히 알게 되면, 새로운 모험가를 끌어들일 수도 있어요.",
,Zaar_Default_n9,And maybe one of them will know how to go deeper!,어떤 모험가는 던전 깊은 곳에 들어가는 방법을 알고 있을 거예요,
REFEND#Zaar_Default,Zaar_Default_n10,I sure hope so...,그랬으면 좋겠어요…,
REFSTART#Zaar_FirstMission,Zaar_FirstMission_n1,"Maybe if we keep selling stuff, someone will stop by who knows something about Mom!",물건을 계속 팔다 보면 엄마의 행방을 아는 사람을 만날 수 있을 거야, WARNING: ENGLISH PLACEHOLDER ##################################################### WARNING: ENGLISH PLACEHOLDER #####################################################
,Zaar_FirstMission_n2,It could happen!,충분히 일어날 법한 일이잖아?, WARNING: ENGLISH PLACEHOLDER ##################################################### WARNING: ENGLISH PLACEHOLDER #####################################################
,Zaar_FirstMission_n3,I've got some powerful equipment. I can start you with this stuff!,나한테 강력한 장비가 있는데 이걸로 시작해 봐, WARNING: ENGLISH PLACEHOLDER ##################################################### WARNING: ENGLISH PLACEHOLDER #####################################################
